time_of_day,day_of_week,vehicle_count,weather,road_type,traffic_level
10,1,237,0,2,High
7,4,226,0,0,High
5,1,12,0,0,Low
14,6,78,3,1,Medium
11,5,115,2,1,Medium
11,0,47,3,0,Low
7,1,215,2,0,High
10,4,281,0,1,High
8,3,271,1,2,High
0,3,5,2,0,Low
1,6,35,3,1,Low
9,2,247,2,1,High
20,3,278,0,1,High
7,3,244,1,2,High
15,3,54,1,1,Low
23,5,176,0,0,High
21,4,137,0,1,High
2,1,5,3,1,Low
3,0,5,1,2,Low
8,3,153,3,2,Medium
4,2,26,1,1,Low
4,4,14,3,1,Low
19,6,136,0,2,Medium
21,4,115,1,0,Medium
16,3,108,1,2,Medium
10,0,203,2,2,High
19,6,143,0,2,Medium
2,5,28,3,0,Low
5,1,23,3,0,Low
5,1,5,1,0,Low
23,5,142,0,1,High
20,6,105,0,1,Medium
4,5,23,0,1,Low
3,2,59,0,1,Low
4,3,16,3,0,Low
3,1,21,0,2,Low
6,2,87,1,1,Medium
22,0,59,3,0,Low
21,1,89,3,2,Low
22,6,143,3,1,High
15,5,172,1,0,Medium
18,0,314,1,2,High
0,2,5,3,0,Low
22,5,86,2,2,Low
8,1,143,2,0,Medium
3,3,5,0,0,Low
15,1,72,3,0,Low
23,3,102,2,1,Medium
6,1,103,0,0,Medium
1,0,30,1,0,Low
11,5,137,3,1,High
6,1,148,1,2,Medium
11,0,99,2,1,Medium
1,4,28,0,2,Low
21,2,88,3,0,Low
0,5,45,0,1,Low
0,2,5,0,0,Low
12,6,162,1,1,High
13,4,116,2,1,Medium
3,3,5,2,2,Low
5,6,6,1,2,Low
0,4,29,0,1,Low
3,6,20,1,1,Low
19,3,170,3,2,Medium
18,4,236,1,1,High
5,0,11,3,2,Low
17,2,250,0,0,High
5,0,38,2,2,Low
8,6,76,2,2,Low
16,3,95,1,1,Medium
8,5,164,2,0,Medium
0,3,5,0,0,Low
17,0,232,0,0,High
9,1,235,1,2,High
4,3,11,2,1,Low
20,3,229,0,2,High
19,3,245,2,2,High
1,6,32,2,0,Low
9,0,186,1,1,High
18,3,272,0,2,High
11,5,143,2,2,Medium
7,3,206,2,2,High
6,6,157,1,1,High
18,3,216,2,2,High
5,1,13,3,2,Low
19,1,291,1,2,High
3,2,13,3,2,Low
7,6,182,1,0,High
16,1,93,0,2,Low
13,1,133,2,1,High
20,4,131,3,2,Medium
17,0,177,3,1,High
0,5,33,3,1,Low
6,5,112,2,2,Medium
7,5,100,0,1,Medium
20,4,190,2,2,High
12,5,115,3,1,Medium
3,4,5,0,2,Low
18,1,252,1,2,High
18,6,120,2,1,Medium
23,5,82,3,1,Medium
9,0,202,2,0,High
15,6,162,0,2,Medium
4,6,5,0,2,Low
10,5,101,3,1,Medium
9,2,167,2,1,High
17,2,122,3,1,Medium
1,4,45,3,1,Low
9,5,122,0,2,Medium
10,5,180,0,0,High
15,5,73,3,2,Low
20,5,136,0,0,Medium
3,2,15,0,2,Low
16,4,68,2,0,Low
8,3,159,3,2,Medium
12,2,149,0,0,Medium
22,6,165,1,1,High
15,1,71,2,0,Low
12,3,127,2,1,Medium
5,0,49,0,0,Low
5,1,37,3,0,Low
10,3,283,0,2,High
22,2,97,2,2,Low
21,0,102,0,0,Medium
3,2,5,3,0,Low
14,1,159,2,0,Medium
21,0,79,0,1,Medium
22,3,70,0,1,Low
21,3,40,3,0,Low
22,4,121,2,2,Medium
20,1,166,3,1,High
3,2,5,0,2,Low
18,5,85,3,2,Low
1,2,11,1,1,Low
14,5,87,3,2,Low
13,0,116,2,2,Medium
22,5,113,1,1,Medium
7,5,145,2,0,Medium
19,6,135,1,0,Medium
10,3,175,2,2,High
1,1,44,3,1,Low
2,2,5,1,1,Low
21,0,89,0,1,Medium
3,0,5,2,0,Low
0,1,5,1,1,Low
1,5,33,0,2,Low
1,3,5,1,2,Low
18,6,91,3,1,Medium
15,2,77,1,1,Medium
4,5,37,1,1,Low
11,5,136,0,0,Medium
12,2,143,1,2,Medium
12,1,136,2,2,Medium
1,6,27,2,0,Low
21,6,161,0,2,Medium
9,3,257,0,0,High
5,5,8,2,2,Low
14,4,115,2,0,Medium
12,2,163,0,2,Medium
7,5,188,0,0,High
8,1,176,3,0,High
0,4,16,1,2,Low
10,2,215,0,1,High
6,6,157,2,1,High
23,3,54,1,0,Low
16,6,127,1,2,Medium
13,5,113,2,0,Medium
16,3,96,3,2,Low
23,1,96,1,1,Medium
9,6,130,2,1,High
16,2,83,0,0,Low
12,3,67,3,0,Low
17,5,100,2,0,Medium
4,3,14,0,0,Low
21,3,115,3,2,Medium
21,4,61,3,1,Low
20,3,157,3,1,High
3,1,38,2,2,Low
10,6,171,1,0,Medium
22,3,39,0,2,Low
2,1,16,0,0,Low
14,5,122,1,2,Medium
7,5,179,0,1,High
0,0,5,1,0,Low
13,6,141,0,2,Medium
9,5,107,2,0,Medium
1,1,22,3,2,Low
22,6,125,0,2,Medium
15,3,107,2,2,Medium
18,3,161,3,0,Medium
15,0,67,2,2,Low
6,2,49,3,0,Low
15,4,37,3,1,Low
9,4,168,2,1,High
16,3,64,3,2,Low
1,0,13,2,1,Low
7,2,185,2,0,High
16,5,91,0,0,Low
11,3,85,3,2,Low
10,5,84,1,2,Low
10,5,104,2,2,Medium
22,1,36,3,0,Low
11,2,111,1,2,Medium
2,5,5,1,2,Low
3,5,29,2,2,Low
8,5,86,1,2,Low
1,2,5,0,2,Low
13,1,172,2,1,High
14,5,195,0,0,High
6,3,55,0,1,Low
14,0,170,1,2,Medium
13,6,100,2,0,Medium
14,6,118,2,0,Medium
11,3,74,3,1,Low
18,2,265,0,2,High
1,4,5,2,2,Low
22,5,126,2,2,Medium
9,3,139,3,1,High
13,4,113,3,1,Medium
6,4,80,1,2,Low
0,2,40,3,1,Low
11,1,73,2,1,Low
17,5,118,3,0,Medium
11,3,97,3,2,Low
8,1,153,3,2,Medium
2,0,21,0,2,Low
15,5,117,1,2,Medium
3,3,29,3,2,Low
21,5,166,0,0,Medium
7,1,258,0,0,High
4,6,5,1,1,Low
10,4,209,2,0,High
7,5,110,2,0,Medium
21,2,106,2,0,Medium
18,4,263,0,0,High
8,3,193,1,0,High
13,3,187,0,0,High
12,0,198,1,2,High
16,5,153,0,1,High
11,2,119,0,0,Medium
1,2,34,3,2,Low
19,3,218,0,0,High
4,3,29,0,1,Low
9,4,187,3,1,High
3,5,5,0,0,Low
4,2,6,3,2,Low
17,0,217,2,1,High
18,1,225,0,1,High
10,3,249,2,1,High
18,3,142,3,1,High
19,1,239,2,2,High
8,2,203,3,0,High
2,2,5,3,0,Low
19,0,137,3,1,High
10,2,160,3,2,Medium
23,5,169,1,2,Medium
8,1,217,0,0,High
5,2,26,1,1,Low
15,2,98,0,2,Low
5,5,19,1,1,Low
19,6,118,2,1,Medium
7,4,244,1,2,High
14,5,98,2,0,Low
17,5,161,1,0,Medium
1,5,9,3,2,Low
6,2,78,1,0,Low
5,5,5,0,0,Low
18,4,214,2,1,High
18,1,232,1,2,High
5,3,33,2,2,Low
16,2,54,2,0,Low
4,1,5,2,0,Low
13,1,86,3,1,Medium
12,3,85,3,2,Low
4,4,5,0,1,Low
13,6,103,0,2,Medium
17,1,153,2,1,High
11,6,109,3,0,Medium
1,5,5,0,2,Low
1,4,6,2,0,Low
0,2,7,3,2,Low
22,3,95,2,1,Medium
12,5,130,0,1,High
9,2,275,1,1,High
4,3,27,2,0,Low
5,5,10,3,2,Low
10,4,153,2,0,Medium
10,1,189,2,0,High
3,3,48,1,2,Low
2,6,22,2,0,Low
23,2,76,3,2,Low
1,6,14,2,1,Low
6,4,78,0,1,Medium
5,0,10,3,1,Low
21,5,92,2,2,Low
7,5,56,3,1,Low
17,1,246,1,0,High
4,3,5,2,1,Low
16,1,69,0,0,Low
11,3,85,1,0,Low
9,2,260,1,0,High
6,5,83,3,2,Low
22,0,85,1,2,Low
9,4,213,2,2,High
1,5,5,3,2,Low
23,0,62,3,2,Low
19,6,91,3,0,Low
5,5,20,2,0,Low
13,0,136,0,2,Medium
16,1,106,3,0,Medium
19,0,272,2,0,High
9,5,125,2,1,Medium
2,0,63,0,1,Low
10,0,260,0,1,High
20,1,195,0,2,High
1,4,57,0,1,Low
0,3,21,1,0,Low
13,5,116,1,1,Medium
15,4,72,1,1,Low
22,5,140,3,1,High
1,6,33,0,0,Low
11,1,98,2,0,Low
8,2,242,1,1,High
18,4,142,3,1,High
16,2,90,3,1,Medium
22,1,68,2,1,Low
9,6,128,0,0,Medium
11,1,61,3,0,Low
2,2,40,2,0,Low
20,6,104,3,0,Medium
3,1,5,1,1,Low
0,5,5,2,1,Low
8,4,186,3,0,High
6,6,152,1,0,Medium
13,2,110,2,1,Medium
18,5,73,2,0,Low
8,6,97,3,1,Medium
15,3,83,2,1,Medium
23,4,59,2,0,Low
9,0,295,0,0,High
13,1,110,3,2,Medium
7,6,108,2,0,Medium
14,5,155,0,1,High
12,2,98,0,2,Low
20,5,120,3,0,Medium
2,0,55,2,1,Low
0,0,5,2,1,Low
21,0,106,0,0,Medium
19,1,184,3,2,High
2,6,29,1,2,Low
22,2,72,2,1,Low
17,1,227,1,1,High
6,5,119,1,2,Medium
7,0,270,1,1,High
15,4,128,0,1,Medium
4,2,53,0,2,Low
13,3,134,1,1,High
14,3,138,1,2,Medium
20,6,108,1,0,Medium
16,0,93,0,1,Medium
22,6,135,0,2,Medium
8,4,209,3,0,High
21,2,64,3,0,Low
19,0,245,0,0,High
4,4,8,2,1,Low
1,6,15,0,1,Low
20,1,162,3,1,High
16,0,66,1,0,Low
18,3,157,3,2,Medium
2,6,33,0,1,Low
23,3,64,0,0,Low
9,3,173,1,1,High
17,0,270,1,2,High
17,0,121,3,0,Medium
12,5,89,3,2,Low
21,4,85,0,0,Low
8,4,152,2,0,Medium
3,4,38,1,1,Low
7,0,279,0,1,High
0,6,22,2,2,Low
7,2,208,0,0,High
16,6,103,2,0,Medium
13,2,138,1,1,High
10,0,157,3,1,High
4,6,39,0,1,Low
8,4,187,0,2,High
18,3,185,1,1,High
13,1,128,2,1,Medium
15,5,99,0,0,Low
11,0,87,2,2,Low
6,2,79,0,2,Low
0,1,26,0,1,Low
17,1,237,2,2,High
0,1,23,2,0,Low
16,0,59,2,0,Low
9,4,234,0,2,High
15,3,65,0,1,Low
5,2,22,0,2,Low
12,4,184,1,2,High
16,4,92,3,0,Low
9,4,275,1,2,High
21,1,102,3,2,Medium
20,6,71,3,1,Low
5,6,13,0,2,Low
2,6,24,1,0,Low
21,1,84,2,2,Low
2,5,18,1,1,Low
2,4,5,0,2,Low
1,3,33,3,0,Low
6,4,82,2,0,Low
10,4,183,3,0,High
0,2,15,1,2,Low
21,5,105,3,1,Medium
5,5,5,1,2,Low
21,6,155,1,0,Medium
11,3,74,3,0,Low
5,6,5,2,0,Low
21,4,144,0,2,Medium
1,4,26,0,2,Low
9,3,178,3,2,High
3,5,44,2,2,Low
20,4,240,0,0,High
14,3,172,0,0,Medium
5,0,20,2,1,Low
0,0,9,1,2,Low
7,6,74,2,0,Low
6,5,136,0,1,High
2,3,23,0,0,Low
15,1,54,2,2,Low
5,6,35,1,1,Low
15,5,138,1,0,Medium
21,3,111,1,0,Medium
18,4,202,2,0,High
13,3,151,0,1,High
2,4,27,3,1,Low
16,0,64,2,1,Low
6,1,85,3,0,Low
22,2,44,3,0,Low
10,5,98,3,2,Low
14,4,95,3,1,Medium
13,1,125,1,1,Medium
23,2,67,3,0,Low
16,6,103,3,1,Medium
9,4,167,3,1,High
13,5,113,3,1,Medium
18,2,216,0,2,High
20,2,246,1,0,High
8,1,299,0,1,High
5,2,5,2,1,Low
19,4,222,2,0,High
13,5,100,2,2,Medium
10,1,156,2,1,High
23,2,81,3,2,Low
1,6,54,1,0,Low
19,6,138,1,2,Medium
23,2,62,1,1,Low
21,0,50,1,1,Low
4,4,36,1,2,Low
19,6,95,0,1,Medium
7,0,260,1,2,High
23,6,169,0,2,Medium
16,2,60,2,0,Low
22,1,57,2,2,Low
9,1,206,0,1,High
13,2,164,0,0,Medium
19,5,112,0,2,Medium
9,4,215,2,1,High
18,6,167,1,0,Medium
12,2,163,0,1,High
15,3,53,0,0,Low
2,6,21,1,0,Low
11,0,76,0,1,Medium
8,1,184,3,2,High
9,2,202,2,2,High
6,2,70,0,2,Low
2,0,17,3,1,Low
17,2,180,2,0,High
5,0,25,2,2,Low
0,2,25,2,2,Low
10,2,245,1,1,High
22,0,74,0,0,Low
23,4,83,2,0,Low
0,1,5,0,0,Low
23,5,130,2,1,High
20,3,271,1,0,High
16,3,77,1,2,Low
1,2,38,2,1,Low
10,6,142,2,2,Medium
21,5,94,2,2,Low
7,0,280,1,0,High
21,5,118,2,0,Medium
0,1,55,1,2,Low
10,5,139,3,2,Medium
19,5,74,2,0,Low
23,6,112,3,2,Medium
5,2,5,0,0,Low
10,3,238,0,1,High
7,5,61,3,0,Low
20,6,122,2,0,Medium
14,3,76,3,2,Low
18,1,173,3,0,Medium
1,2,50,0,0,Low
5,3,18,3,2,Low
2,0,6,3,2,Low
4,4,10,3,0,Low
8,0,278,0,0,High
18,0,253,0,2,High
14,3,138,2,0,Medium
19,4,205,1,0,High
16,4,134,2,2,Medium
17,1,149,3,2,Medium
5,2,29,1,2,Low
8,3,278,1,2,High
3,0,5,2,1,Low
17,1,196,3,0,High
14,5,184,0,2,High
11,5,175,1,2,High
7,5,108,3,0,Medium
8,4,233,0,0,High
15,3,77,1,1,Medium
15,4,128,0,2,Medium
20,0,143,3,0,Medium
12,3,167,1,1,High
13,6,194,0,1,High
6,3,131,0,0,Medium
7,3,225,3,0,High
3,5,5,3,1,Low
9,3,237,0,2,High
0,1,42,3,1,Low
0,6,11,2,2,Low
0,4,38,2,2,Low
0,0,30,3,2,Low
22,4,69,2,1,Low
3,2,58,1,1,Low
8,2,258,0,0,High
2,3,40,0,0,Low
3,1,27,1,1,Low
18,4,193,2,0,High
20,5,116,2,0,Medium
11,4,68,0,2,Low
17,4,254,2,0,High
4,4,32,3,1,Low
22,0,86,3,2,Low
3,0,29,3,0,Low
8,6,93,2,0,Low
0,1,5,2,1,Low
10,2,190,1,2,High
3,6,5,0,2,Low
17,5,107,0,1,Medium
8,2,253,0,1,High
0,0,19,2,0,Low
12,2,94,3,1,Medium
1,4,5,2,0,Low
21,5,98,2,2,Low
2,0,44,2,2,Low
9,1,149,3,0,Medium
1,5,27,0,2,Low
2,6,5,0,1,Low
4,4,50,0,2,Low
6,0,66,3,2,Low
23,1,44,1,2,Low
12,6,113,0,1,Medium
4,5,7,3,2,Low
17,0,177,2,0,High
11,0,91,3,1,Medium
5,2,56,0,1,Low
23,2,88,2,1,Medium
3,3,25,0,0,Low
16,5,72,3,0,Low
10,6,130,2,1,High
12,6,129,0,2,Medium
23,0,98,0,1,Medium
10,3,213,1,2,High
7,1,250,2,0,High
5,2,5,1,2,Low
12,0,141,0,0,Medium
8,4,145,3,0,Medium
13,2,157,0,2,Medium
23,0,88,3,1,Medium
19,3,318,0,2,High
14,1,141,0,2,Medium
6,3,41,3,0,Low
9,1,279,0,1,High
3,4,5,2,0,Low
20,4,212,3,1,High
0,6,46,3,1,Low
7,5,109,3,2,Medium
11,2,76,2,2,Low
10,3,126,2,2,Medium
3,3,10,3,0,Low
4,5,37,3,1,Low
16,1,100,1,0,Medium
23,3,62,2,2,Low
20,1,178,3,0,High
17,3,302,1,2,High
16,4,137,1,2,Medium
0,3,8,1,2,Low
6,0,120,1,1,Medium
8,3,172,2,2,Medium
20,4,235,0,0,High
5,3,5,3,0,Low
2,6,34,3,2,Low
9,1,168,3,0,Medium
20,2,176,0,1,High
8,0,180,1,0,High
10,4,237,1,0,High
1,6,18,2,0,Low
19,0,154,3,2,Medium
12,2,124,1,0,Medium
13,1,175,0,1,High
12,5,120,3,0,Medium
17,4,159,3,2,Medium
22,4,64,1,1,Low
15,6,106,2,2,Medium
6,3,94,0,2,Low
19,5,112,1,0,Medium
12,4,205,0,2,High
10,3,195,3,2,High
12,5,116,3,0,Medium
0,0,33,2,1,Low
19,0,229,0,2,High
20,1,192,0,2,High
0,1,56,1,0,Low
2,4,5,3,2,Low
7,5,163,1,2,Medium
16,1,55,3,0,Low
5,5,19,1,0,Low
6,2,61,0,1,Low
13,5,123,2,0,Medium
1,0,8,2,2,Low
12,2,153,2,0,Medium
6,4,58,3,0,Low
23,4,97,1,1,Medium
20,0,271,0,2,High
12,0,170,1,0,Medium
16,6,111,3,0,Medium
23,3,48,3,2,Low
10,4,189,3,2,High
15,4,104,2,2,Medium
11,0,75,0,1,Medium
22,4,108,1,2,Medium
13,3,166,0,2,Medium
22,6,125,2,2,Medium
10,2,248,2,1,High
17,4,191,3,1,High
3,2,5,2,1,Low
14,3,159,0,1,High
11,2,68,0,0,Low
22,5,175,1,2,High
14,5,196,1,1,High
13,6,143,1,1,High
8,5,83,3,2,Low
3,3,5,3,1,Low
6,6,140,0,2,Medium
2,4,13,2,2,Low
3,4,13,0,2,Low
19,1,175,1,0,High
15,0,98,3,1,Medium
2,1,37,2,1,Low
11,2,90,2,1,Medium
18,4,197,2,1,High
12,4,159,0,0,Medium
13,4,160,2,2,Medium
0,6,52,2,2,Low
12,5,171,1,2,Medium
3,3,5,2,2,Low
0,1,28,1,1,Low
20,0,237,1,2,High
6,3,62,0,0,Low
0,2,36,1,1,Low
16,2,76,3,0,Low
20,6,133,0,2,Medium
6,4,105,1,2,Medium
16,5,119,0,0,Medium
8,5,161,1,0,Medium
17,1,185,3,0,High
21,5,88,2,0,Low
1,3,21,2,0,Low
20,0,213,2,2,High
4,1,46,1,2,Low
0,1,21,2,1,Low
8,5,144,3,1,High
18,0,224,1,0,High
0,1,17,1,2,Low
4,4,26,0,1,Low
16,2,130,0,2,Medium
4,3,14,2,1,Low
23,2,102,3,0,Medium
17,6,161,0,2,Medium
10,6,113,2,1,Medium
7,0,183,3,2,High
3,1,8,3,2,Low
20,5,99,1,1,Medium
1,3,5,3,1,Low
10,5,135,1,2,Medium
3,6,5,2,1,Low
4,1,5,1,0,Low
3,5,28,2,1,Low
8,1,182,3,0,High
19,2,218,3,1,High
13,0,189,0,1,High
9,0,266,0,0,High
20,3,209,1,0,High
13,6,144,1,2,Medium
23,5,103,0,2,Medium
8,0,281,1,0,High
11,4,60,0,2,Low
10,6,82,0,1,Medium
0,2,33,1,0,Low
1,6,5,3,0,Low
1,5,13,0,1,Low
23,2,117,0,2,Medium
14,0,162,1,2,Medium
15,1,103,1,1,Medium
6,6,114,2,1,Medium
6,1,51,3,1,Low
13,5,173,0,1,High
9,1,248,2,1,High
22,0,95,0,1,Medium
1,2,38,3,2,Low
11,2,108,0,1,Medium
2,0,5,2,2,Low
9,5,150,0,2,Medium
10,5,180,1,0,High
12,6,115,3,1,Medium
11,6,122,2,0,Medium
14,4,115,2,2,Medium
8,4,254,0,2,High
15,3,114,1,2,Medium
5,5,5,1,2,Low
13,5,170,0,1,High
5,3,41,3,2,Low
3,2,5,1,1,Low
9,5,108,3,2,Medium
21,1,29,3,0,Low
23,1,144,1,1,High
23,2,66,3,2,Low
5,6,31,2,0,Low
19,4,148,3,0,Medium
22,3,71,2,2,Low
21,2,52,3,1,Low
10,3,137,3,2,Medium
3,0,35,0,0,Low
12,6,99,3,2,Low
17,6,115,2,0,Medium
4,6,23,1,0,Low
10,5,72,3,0,Low
12,0,101,2,2,Medium
12,4,137,2,2,Medium
4,3,5,3,0,Low
22,5,105,0,1,Medium
23,4,54,2,1,Low
13,3,83,3,1,Medium
19,4,231,2,0,High
10,2,205,3,1,High
12,6,123,3,0,Medium
11,0,94,0,1,Medium
18,2,167,3,2,Medium
16,5,65,3,0,Low
4,5,12,1,2,Low
17,5,116,1,0,Medium
6,4,77,0,2,Low
11,5,138,2,2,Medium
7,5,82,3,1,Medium
5,3,5,2,2,Low
7,6,113,2,2,Medium
9,6,106,3,1,Medium
12,3,129,2,1,Medium
18,1,258,1,1,High
19,4,213,1,1,High
22,0,144,0,2,Medium
17,0,220,1,0,High
3,3,5,2,2,Low
19,1,234,1,0,High
21,3,87,1,1,Medium
5,3,30,2,2,Low
7,2,140,2,2,Medium
20,1,234,2,0,High
3,2,36,3,1,Low
16,1,102,1,2,Medium
3,1,30,2,2,Low
18,2,223,3,0,High
19,2,202,0,2,High
4,1,39,0,0,Low
0,6,53,1,1,Low
14,4,163,2,2,Medium
14,6,186,0,2,High
15,2,124,2,0,Medium
17,6,91,0,1,Medium
0,5,5,2,2,Low
3,2,22,3,0,Low
13,3,112,1,2,Medium
21,4,115,2,0,Medium
12,5,104,3,2,Medium
21,5,157,1,0,Medium
1,4,5,2,0,Low
18,4,150,2,2,Medium
12,6,142,1,0,Medium
10,2,287,0,1,High
2,6,26,3,2,Low
5,6,5,3,1,Low
11,6,98,2,2,Low
18,5,132,1,0,Medium
2,3,35,0,0,Low
17,4,218,2,0,High
9,5,76,3,0,Low
1,2,21,0,1,Low
15,1,90,0,1,Medium
3,5,61,0,2,Low
15,2,70,3,2,Low
6,5,90,0,1,Medium
20,4,249,0,2,High
23,6,133,1,0,Medium
5,1,5,2,2,Low
22,0,126,0,2,Medium
14,6,88,3,0,Low
21,3,125,1,2,Medium
15,2,79,2,0,Low
15,5,165,0,2,Medium
15,1,50,2,2,Low
6,0,88,3,0,Low
14,6,136,2,1,High
8,5,137,1,2,Medium
6,2,100,0,0,Medium
10,2,200,1,0,High
4,5,15,3,0,Low
6,6,125,0,1,Medium
19,1,282,0,2,High
7,4,293,1,0,High
13,1,144,2,0,Medium
9,2,145,3,1,High
5,1,14,1,2,Low
1,6,30,0,0,Low
8,4,195,2,0,High
8,0,149,3,1,High
16,6,184,1,0,High
0,0,58,1,2,Low
7,5,131,2,2,Medium
23,1,23,3,2,Low
4,2,8,0,2,Low
20,6,156,0,1,High
8,3,269,0,1,High
1,6,5,3,2,Low
17,3,228,1,2,High
11,4,131,1,0,Medium
16,2,88,2,1,Medium
20,0,305,0,1,High
13,6,145,2,1,High
0,3,14,1,0,Low
3,6,27,0,0,Low
7,0,133,3,1,High
1,3,5,2,1,Low
20,3,228,0,0,High
16,2,68,2,1,Low
3,4,35,0,1,Low
12,2,170,0,1,High
21,4,57,0,0,Low
17,2,229,0,0,High
15,1,71,2,0,Low
9,3,282,1,2,High
12,0,114,2,2,Medium
10,3,257,1,0,High
6,4,116,1,0,Medium
21,1,83,3,1,Medium
6,3,69,3,2,Low
1,0,5,1,2,Low
9,4,156,2,2,Medium
20,4,182,3,2,High
15,1,99,1,2,Low
3,1,12,0,0,Low
18,1,223,0,0,High
0,1,36,2,2,Low
8,4,195,0,0,High
6,0,111,3,1,Medium
2,4,44,1,2,Low
4,3,34,0,0,Low
7,2,181,3,2,High
15,0,95,3,0,Low
2,6,11,3,2,Low
14,5,157,1,0,Medium
23,6,141,2,1,High
21,6,128,0,1,Medium
6,0,75,3,1,Medium
16,4,83,3,0,Low
11,6,187,0,0,High
10,0,228,0,2,High
19,5,142,1,0,Medium
2,5,17,2,0,Low
19,3,127,3,1,Medium
10,1,186,0,1,High
17,3,148,2,1,High
2,5,20,2,0,Low
7,5,160,0,2,Medium
3,6,51,1,2,Low
15,4,81,3,0,Low
14,3,164,1,2,Medium
4,1,5,0,0,Low
19,3,221,1,2,High
9,1,117,3,0,Medium
23,4,81,2,1,Medium
7,6,118,1,2,Medium
15,3,57,1,2,Low
20,3,278,1,2,High
23,2,113,2,0,Medium
8,5,118,0,1,Medium
10,2,201,2,2,High
7,4,194,2,0,High
3,3,8,2,2,Low
20,1,241,1,2,High
7,0,223,0,1,High
4,1,5,3,0,Low
0,5,5,3,1,Low
14,2,99,3,0,Low
6,5,133,0,2,Medium
11,4,88,0,2,Low
23,1,57,1,0,Low
1,6,50,2,2,Low
10,3,213,1,1,High
13,6,139,2,2,Medium
21,5,63,2,2,Low
15,3,80,0,1,Medium
4,3,5,1,0,Low
16,3,140,1,1,High
18,5,138,1,1,High
14,5,100,3,0,Medium
21,1,80,3,0,Low
0,0,14,2,0,Low
21,3,83,2,2,Low
3,4,6,2,0,Low
13,5,108,2,0,Medium
12,6,102,2,1,Medium
21,1,110,2,1,Medium
17,0,296,1,2,High
4,5,5,3,2,Low
3,6,21,0,0,Low
22,1,55,0,1,Low
15,2,101,1,2,Medium
9,0,236,2,1,High
6,2,47,2,0,Low
21,6,117,0,2,Medium
0,4,38,0,2,Low
20,6,107,3,1,Medium
4,0,5,2,0,Low
0,1,5,3,1,Low
13,0,102,3,1,Medium
20,1,199,1,0,High
10,1,210,1,2,High
20,1,240,2,2,High
22,5,150,0,0,Medium
1,1,15,2,1,Low
9,2,215,0,0,High
14,5,132,1,2,Medium
19,5,133,0,2,Medium
11,0,114,1,0,Medium
17,2,215,2,2,High
2,2,10,2,0,Low
0,5,49,0,2,Low
20,3,312,1,0,High
4,3,20,2,0,Low
17,4,195,2,0,High
22,2,29,2,1,Low
23,4,99,1,0,Low
0,4,5,3,1,Low
1,4,5,1,1,Low
6,5,121,2,0,Medium
4,5,5,2,2,Low
23,6,106,2,2,Medium
0,4,15,3,2,Low
16,5,98,1,2,Low
12,1,175,1,2,High
6,2,125,2,1,Medium
10,4,221,1,2,High
9,1,134,3,2,Medium
6,5,166,0,0,Medium
7,1,207,0,0,High
15,1,85,2,2,Low
15,5,75,2,0,Low
23,1,88,3,2,Low
20,2,142,3,0,Medium
17,6,172,0,1,High
16,1,120,2,1,Medium
12,6,147,1,2,Medium
4,5,30,0,0,Low
20,4,189,3,2,High
2,2,23,1,2,Low
22,1,59,1,2,Low
23,5,115,2,2,Medium
8,2,185,2,0,High
3,4,5,3,2,Low
3,3,20,3,0,Low
10,6,107,1,2,Medium
15,6,151,0,1,High
4,6,5,2,0,Low
10,1,214,1,2,High
13,5,140,1,1,High
5,2,25,2,2,Low
3,3,5,2,0,Low
6,2,62,2,0,Low
16,2,85,0,0,Low
23,2,143,0,2,Medium
21,5,62,3,0,Low
2,1,5,2,0,Low
11,3,134,1,2,Medium
7,6,148,0,2,Medium
15,1,76,0,0,Low
11,0,85,1,0,Low
14,3,116,1,0,Medium
3,3,31,2,1,Low
16,4,74,3,0,Low
22,0,75,0,0,Low
2,2,5,2,1,Low
5,3,27,1,1,Low
12,6,97,3,2,Low
22,0,95,1,2,Low
7,4,270,0,1,High
13,2,158,2,0,Medium
22,2,47,2,1,Low
2,0,10,3,0,Low
13,0,183,1,2,High
8,1,232,0,2,High
21,5,145,1,0,Medium
18,0,262,1,1,High
21,5,69,3,0,Low
21,5,141,3,0,Medium
8,5,76,3,2,Low
3,6,5,0,2,Low
16,3,70,2,0,Low
2,0,15,0,2,Low
18,1,240,2,1,High
4,4,5,0,0,Low
1,5,5,3,1,Low
2,3,16,1,2,Low
3,4,25,0,2,Low
13,0,122,0,0,Medium
14,6,96,3,1,Medium
15,4,60,2,1,Low
11,1,77,1,1,Medium
14,1,151,0,2,Medium
12,1,160,1,2,Medium
5,3,39,1,1,Low
17,6,64,2,2,Low
23,5,113,1,0,Medium
6,2,101,1,0,Medium
19,5,136,0,2,Medium
14,2,182,0,2,High
18,6,106,0,1,Medium
21,3,88,0,0,Low
19,0,289,0,1,High
2,3,5,1,1,Low
9,0,235,2,1,High
15,2,85,0,2,Low
11,2,48,3,2,Low
17,5,171,1,1,High
14,4,155,0,0,Medium
12,1,169,0,2,Medium
9,6,125,1,2,Medium
13,1,143,1,2,Medium
1,5,25,3,2,Low
15,1,55,1,0,Low
12,1,100,3,1,Medium
9,4,235,0,0,High
22,6,156,0,2,Medium
6,2,120,1,1,Medium
0,2,40,2,1,Low
18,5,121,3,2,Medium
16,6,76,2,2,Low
20,3,285,1,2,High
9,3,213,3,2,High
22,5,131,1,2,Medium
4,2,23,1,1,Low
